,subject,side,exercise,label,frame,forearm_angle
100,01,right,m07,Correct,100,-48.73508
101,01,right,m07,Correct,101,-48.60326
102,01,right,m07,Correct,102,-48.78502
103,01,right,m07,Correct,103,-49.16348
104,01,right,m07,Correct,104,-47.5059
105,01,right,m07,Correct,105,-49.39749
106,01,right,m07,Correct,106,-44.64688
107,01,right,m07,Correct,107,-36.77771
108,01,right,m07,Correct,108,-32.5426
109,01,right,m07,Correct,109,-26.54732
110,01,right,m07,Correct,110,-17.2813
111,01,right,m07,Correct,111,-10.68703
112,01,right,m07,Correct,112,-15.13387
113,01,right,m07,Correct,113,-15.63032
114,01,right,m07,Correct,114,-3.89886
115,01,right,m07,Correct,115,-1.86676
116,01,right,m07,Correct,116,4.2943
117,01,right,m07,Correct,117,8.97038
118,01,right,m07,Correct,118,11.09598
119,01,right,m07,Correct,119,11.91004
120,01,right,m07,Correct,120,15.06898
121,01,right,m07,Correct,121,19.78448
122,01,right,m07,Correct,122,23.41316
123,01,right,m07,Correct,123,29.39851
124,01,right,m07,Correct,124,33.96104
125,01,right,m07,Correct,125,36.31352
126,01,right,m07,Correct,126,37.49973
127,01,right,m07,Correct,127,40.72562
128,01,right,m07,Correct,128,40.35132
129,01,right,m07,Correct,129,44.62708
130,01,right,m07,Correct,130,46.25687
131,01,right,m07,Correct,131,48.86914
132,01,right,m07,Correct,132,52.31501
133,01,right,m07,Correct,133,55.82993
134,01,right,m07,Correct,134,57.45398
135,01,right,m07,Correct,135,59.83123
136,01,right,m07,Correct,136,60.10705
137,01,right,m07,Correct,137,60.70387
138,01,right,m07,Correct,138,61.05704
139,01,right,m07,Correct,139,60.58821
140,01,right,m07,Correct,140,60.32727
141,01,right,m07,Correct,141,59.47062
142,01,right,m07,Correct,142,59.38833
143,01,right,m07,Correct,143,56.01611
144,01,right,m07,Correct,144,49.08024
145,01,right,m07,Correct,145,43.74189
146,01,right,m07,Correct,146,34.32561
147,01,right,m07,Correct,147,28.43946
148,01,right,m07,Correct,148,20.18798
149,01,right,m07,Correct,149,9.51696
150,01,right,m07,Correct,150,5.7592
151,01,right,m07,Correct,151,-3.56491
152,01,right,m07,Correct,152,-0.16165
153,01,right,m07,Correct,153,-5.30887
154,01,right,m07,Correct,154,-21.25489
155,01,right,m07,Correct,155,-23.92662
156,01,right,m07,Correct,156,-28.38153
157,01,right,m07,Correct,157,-38.25185
158,01,right,m07,Correct,158,-43.71377
159,01,right,m07,Correct,159,-47.18743
160,01,right,m07,Correct,160,-50.51939
161,01,right,m07,Correct,161,-51.08848
162,01,right,m07,Correct,162,-53.62539
163,01,right,m07,Correct,163,-51.7564
164,01,right,m07,Correct,164,-50.51809
165,01,right,m07,Correct,165,-51.00212
166,01,right,m07,Correct,166,-52.23827
167,01,right,m07,Correct,167,-52.55429
168,01,right,m07,Correct,168,-51.56672
169,01,right,m07,Correct,169,-51.48212
170,01,right,m07,Correct,170,-50.37333
171,01,right,m07,Correct,171,-48.29075
172,01,right,m07,Correct,172,-44.35054
173,01,right,m07,Correct,173,-35.04467
174,01,right,m07,Correct,174,-30.17366
175,01,right,m07,Correct,175,-32.2541
176,01,right,m07,Correct,176,-28.83272
177,01,right,m07,Correct,177,-16.47088
178,01,right,m07,Correct,178,-13.08174
179,01,right,m07,Correct,179,-8.25188
180,01,right,m07,Correct,180,-4.95543
181,01,right,m07,Correct,181,0.35786
182,01,right,m07,Correct,182,2.66375
183,01,right,m07,Correct,183,7.35055
184,01,right,m07,Correct,184,12.18749
185,01,right,m07,Correct,185,14.73915
186,01,right,m07,Correct,186,20.60067
187,01,right,m07,Correct,187,22.62698
188,01,right,m07,Correct,188,26.45934
189,01,right,m07,Correct,189,32.18388
190,01,right,m07,Correct,190,33.82243
191,01,right,m07,Correct,191,37.67942
192,01,right,m07,Correct,192,41.5866
193,01,right,m07,Correct,193,45.6971
194,01,right,m07,Correct,194,48.25557
195,01,right,m07,Correct,195,51.20103
196,01,right,m07,Correct,196,52.93089
197,01,right,m07,Correct,197,57.22196
198,01,right,m07,Correct,198,59.04575
199,01,right,m07,Correct,199,59.26744
200,01,right,m07,Correct,200,60.56025
201,01,right,m07,Correct,201,62.54776
202,01,right,m07,Correct,202,62.55582
203,01,right,m07,Correct,203,63.08432
204,01,right,m07,Correct,204,62.0067
205,01,right,m07,Correct,205,61.46939
206,01,right,m07,Correct,206,60.27322
207,01,right,m07,Correct,207,58.10303
208,01,right,m07,Correct,208,50.90006
209,01,right,m07,Correct,209,44.05723
210,01,right,m07,Correct,210,33.98447
211,01,right,m07,Correct,211,28.17563
212,01,right,m07,Correct,212,15.32255
213,01,right,m07,Correct,213,3.92226
214,01,right,m07,Correct,214,6.16089
215,01,right,m07,Correct,215,4.82705
216,01,right,m07,Correct,216,-7.18535
217,01,right,m07,Correct,217,-12.25257
218,01,right,m07,Correct,218,-18.19364
219,01,right,m07,Correct,219,-23.88987
220,01,right,m07,Correct,220,-32.88258
221,01,right,m07,Correct,221,-31.56927
222,01,right,m07,Correct,222,-39.09425
223,01,right,m07,Correct,223,-46.60423
224,01,right,m07,Correct,224,-49.68318
225,01,right,m07,Correct,225,-50.22416
226,01,right,m07,Correct,226,-52.4864
227,01,right,m07,Correct,227,-55.30554
228,01,right,m07,Correct,228,-57.44553
229,01,right,m07,Correct,229,-56.62884
230,01,right,m07,Correct,230,-54.81457
231,01,right,m07,Correct,231,-54.57566
232,01,right,m07,Correct,232,-53.388
233,01,right,m07,Correct,233,-53.14669
234,01,right,m07,Correct,234,-52.80985
235,01,right,m07,Correct,235,-52.50676
236,01,right,m07,Correct,236,-49.8487
237,01,right,m07,Correct,237,-44.12919
238,01,right,m07,Correct,238,-45.2669
239,01,right,m07,Correct,239,-39.23109
240,01,right,m07,Correct,240,-32.47517
241,01,right,m07,Correct,241,-22.43987
242,01,right,m07,Correct,242,-16.0629
243,01,right,m07,Correct,243,-11.14104
244,01,right,m07,Correct,244,-3.97901
245,01,right,m07,Correct,245,3.03472
246,01,right,m07,Correct,246,12.42141
247,01,right,m07,Correct,247,17.11303
248,01,right,m07,Correct,248,26.09393
249,01,right,m07,Correct,249,21.83239
250,01,right,m07,Correct,250,21.45638
251,01,right,m07,Correct,251,26.79852
252,01,right,m07,Correct,252,32.35258
253,01,right,m07,Correct,253,36.77345
254,01,right,m07,Correct,254,40.10127
255,01,right,m07,Correct,255,45.13691
256,01,right,m07,Correct,256,48.89565
257,01,right,m07,Correct,257,52.29302
258,01,right,m07,Correct,258,56.52748
259,01,right,m07,Correct,259,58.24436
260,01,right,m07,Correct,260,59.58068
261,01,right,m07,Correct,261,60.8565
262,01,right,m07,Correct,262,61.79066
263,01,right,m07,Correct,263,62.88525
264,01,right,m07,Correct,264,63.58187
265,01,right,m07,Correct,265,63.31747
266,01,right,m07,Correct,266,62.89011
267,01,right,m07,Correct,267,61.2396
268,01,right,m07,Correct,268,57.23937
269,01,right,m07,Correct,269,51.95419
270,01,right,m07,Correct,270,46.64629
271,01,right,m07,Correct,271,39.78077
272,01,right,m07,Correct,272,32.18951
273,01,right,m07,Correct,273,25.54123
274,01,right,m07,Correct,274,14.35814
275,01,right,m07,Correct,275,6.53339
276,01,right,m07,Correct,276,1.52449
277,01,right,m07,Correct,277,0.52499
278,01,right,m07,Correct,278,-4.82426
279,01,right,m07,Correct,279,-7.77958
280,01,right,m07,Correct,280,-19.54607
281,01,right,m07,Correct,281,-24.61477
282,01,right,m07,Correct,282,-33.50677
283,01,right,m07,Correct,283,-31.13508
284,01,right,m07,Correct,284,-33.04299
285,01,right,m07,Correct,285,-41.90508
286,01,right,m07,Correct,286,-46.09712
287,01,right,m07,Correct,287,-46.81429
288,01,right,m07,Correct,288,-52.26881
289,01,right,m07,Correct,289,-38.08512
290,01,right,m07,Correct,290,-33.90429
291,01,right,m07,Correct,291,-36.86941
292,01,right,m07,Correct,292,-38.64164
293,01,right,m07,Correct,293,-39.53662
294,01,right,m07,Correct,294,-39.64565
295,01,right,m07,Correct,295,-39.24997
296,01,right,m07,Correct,296,-38.32655
297,01,right,m07,Correct,297,-48.0577
298,01,right,m07,Correct,298,-47.77425
299,01,right,m07,Correct,299,-39.68295
300,01,right,m07,Correct,300,-37.29987
301,01,right,m07,Correct,301,-27.92332
302,01,right,m07,Correct,302,-22.54287
303,01,right,m07,Correct,303,-15.47698
304,01,right,m07,Correct,304,-10.9067
305,01,right,m07,Correct,305,-4.56213
306,01,right,m07,Correct,306,-1.30873
307,01,right,m07,Correct,307,10.05221
308,01,right,m07,Correct,308,12.21784
309,01,right,m07,Correct,309,13.87485
310,01,right,m07,Correct,310,18.76023
311,01,right,m07,Correct,311,23.88999
312,01,right,m07,Correct,312,25.0912
313,01,right,m07,Correct,313,29.70955
314,01,right,m07,Correct,314,31.31006
315,01,right,m07,Correct,315,35.20342
316,01,right,m07,Correct,316,38.49285
317,01,right,m07,Correct,317,40.46983
318,01,right,m07,Correct,318,45.61664
319,01,right,m07,Correct,319,47.76627
320,01,right,m07,Correct,320,52.53342
321,01,right,m07,Correct,321,55.05499
322,01,right,m07,Correct,322,56.39455
323,01,right,m07,Correct,323,58.35608
324,01,right,m07,Correct,324,60.46331
325,01,right,m07,Correct,325,61.7037
326,01,right,m07,Correct,326,63.16113
327,01,right,m07,Correct,327,63.37642
328,01,right,m07,Correct,328,63.22072
329,01,right,m07,Correct,329,62.95986
330,01,right,m07,Correct,330,61.14997
331,01,right,m07,Correct,331,55.59846
332,01,right,m07,Correct,332,49.39981
333,01,right,m07,Correct,333,41.08805
334,01,right,m07,Correct,334,32.76495
335,01,right,m07,Correct,335,27.26807
336,01,right,m07,Correct,336,23.5133
337,01,right,m07,Correct,337,13.2171
338,01,right,m07,Correct,338,4.58295
339,01,right,m07,Correct,339,0.8595
340,01,right,m07,Correct,340,-8.199
341,01,right,m07,Correct,341,-12.54585
342,01,right,m07,Correct,342,-17.95794
343,01,right,m07,Correct,343,-21.39982
344,01,right,m07,Correct,344,-29.29174
345,01,right,m07,Correct,345,-35.26517
346,01,right,m07,Correct,346,-39.35788
347,01,right,m07,Correct,347,-43.11885
348,01,right,m07,Correct,348,-44.58037
349,01,right,m07,Correct,349,-45.33561
350,01,right,m07,Correct,350,-46.23775
351,01,right,m07,Correct,351,-43.85918
352,01,right,m07,Correct,352,-43.9391
353,01,right,m07,Correct,353,-44.80275
354,01,right,m07,Correct,354,-47.01698
355,01,right,m07,Correct,355,-47.43659
356,01,right,m07,Correct,356,-46.95207
357,01,right,m07,Correct,357,-46.93338
358,01,right,m07,Correct,358,-44.18053
359,01,right,m07,Correct,359,-43.15525
360,01,right,m07,Correct,360,-42.54786
361,01,right,m07,Correct,361,-44.92166
362,01,right,m07,Correct,362,-38.12029
363,01,right,m07,Correct,363,-30.69053
364,01,right,m07,Correct,364,-28.18348
365,01,right,m07,Correct,365,-25.55347
366,01,right,m07,Correct,366,-19.75532
367,01,right,m07,Correct,367,-12.33637
368,01,right,m07,Correct,368,-2.63679
369,01,right,m07,Correct,369,0.32775
370,01,right,m07,Correct,370,0.11323
371,01,right,m07,Correct,371,1.5846
372,01,right,m07,Correct,372,9.81181
373,01,right,m07,Correct,373,12.44168
374,01,right,m07,Correct,374,20.14204
375,01,right,m07,Correct,375,25.91442
376,01,right,m07,Correct,376,27.5558
377,01,right,m07,Correct,377,32.26242
378,01,right,m07,Correct,378,37.43613
379,01,right,m07,Correct,379,40.1894
380,01,right,m07,Correct,380,43.9105
381,01,right,m07,Correct,381,47.75197
382,01,right,m07,Correct,382,51.34782
383,01,right,m07,Correct,383,55.19043
384,01,right,m07,Correct,384,57.41805
385,01,right,m07,Correct,385,58.37243
386,01,right,m07,Correct,386,59.95486
387,01,right,m07,Correct,387,61.12345
388,01,right,m07,Correct,388,60.85221
389,01,right,m07,Correct,389,60.98586
390,01,right,m07,Correct,390,61.91944
391,01,right,m07,Correct,391,60.70758
392,01,right,m07,Correct,392,55.90208
393,01,right,m07,Correct,393,51.99222
394,01,right,m07,Correct,394,46.57444
395,01,right,m07,Correct,395,37.04045
396,01,right,m07,Correct,396,31.45774
397,01,right,m07,Correct,397,22.20096
398,01,right,m07,Correct,398,8.25325
399,01,right,m07,Correct,399,7.40731
400,01,right,m07,Correct,400,4.60496
401,01,right,m07,Correct,401,-3.06659
402,01,right,m07,Correct,402,-17.26232
403,01,right,m07,Correct,403,-19.71589
404,01,right,m07,Correct,404,-27.65704
405,01,right,m07,Correct,405,-39.89049
406,01,right,m07,Correct,406,-38.0086
407,01,right,m07,Correct,407,-36.09632
408,01,right,m07,Correct,408,-46.09947
409,01,right,m07,Correct,409,-49.14155
410,01,right,m07,Correct,410,-49.00762
411,01,right,m07,Correct,411,-46.61623
412,01,right,m07,Correct,412,-43.24901
413,01,right,m07,Correct,413,-43.0551
414,01,right,m07,Correct,414,-44.0189
415,01,right,m07,Correct,415,-45.03595
416,01,right,m07,Correct,416,-46.28919
417,01,right,m07,Correct,417,-46.02027
418,01,right,m07,Correct,418,-44.20387
419,01,right,m07,Correct,419,-39.94375
420,01,right,m07,Correct,420,-41.21938
421,01,right,m07,Correct,421,-47.34315
422,01,right,m07,Correct,422,-39.22995
423,01,right,m07,Correct,423,-39.70384
424,01,right,m07,Correct,424,-37.32738
425,01,right,m07,Correct,425,-30.66953
426,01,right,m07,Correct,426,-25.03636
427,01,right,m07,Correct,427,-17.6779
428,01,right,m07,Correct,428,-6.72776
429,01,right,m07,Correct,429,-1.82678
430,01,right,m07,Correct,430,2.73205
431,01,right,m07,Correct,431,6.83372
432,01,right,m07,Correct,432,11.03633
433,01,right,m07,Correct,433,17.9733
434,01,right,m07,Correct,434,20.21395
435,01,right,m07,Correct,435,23.62123
436,01,right,m07,Correct,436,26.42327
437,01,right,m07,Correct,437,29.47746
438,01,right,m07,Correct,438,33.44024
439,01,right,m07,Correct,439,36.50355
440,01,right,m07,Correct,440,40.20325
441,01,right,m07,Correct,441,42.62682
442,01,right,m07,Correct,442,45.04451
443,01,right,m07,Correct,443,48.05973
444,01,right,m07,Correct,444,51.37377
445,01,right,m07,Correct,445,53.67505
446,01,right,m07,Correct,446,56.64785
447,01,right,m07,Correct,447,58.68273
448,01,right,m07,Correct,448,60.46863
449,01,right,m07,Correct,449,61.05565
450,01,right,m07,Correct,450,61.40915
451,01,right,m07,Correct,451,61.58498
452,01,right,m07,Correct,452,61.61262
453,01,right,m07,Correct,453,60.28981
454,01,right,m07,Correct,454,57.03609
455,01,right,m07,Correct,455,52.65887
456,01,right,m07,Correct,456,46.67223
457,01,right,m07,Correct,457,42.58923
458,01,right,m07,Correct,458,33.43667
459,01,right,m07,Correct,459,22.99443
460,01,right,m07,Correct,460,19.74906
461,01,right,m07,Correct,461,12.25205
462,01,right,m07,Correct,462,6.20901
463,01,right,m07,Correct,463,1.32639
464,01,right,m07,Correct,464,-6.4877
465,01,right,m07,Correct,465,-17.34923
466,01,right,m07,Correct,466,-21.92652
467,01,right,m07,Correct,467,-27.03389
468,01,right,m07,Correct,468,-37.03859
469,01,right,m07,Correct,469,-41.15895
470,01,right,m07,Correct,470,-44.31236
471,01,right,m07,Correct,471,-47.06429
472,01,right,m07,Correct,472,-51.45427
473,01,right,m07,Correct,473,-50.67075
474,01,right,m07,Correct,474,-36.57382
475,01,right,m07,Correct,475,-36.02852
476,01,right,m07,Correct,476,-39.86011
477,01,right,m07,Correct,477,-42.14733
478,01,right,m07,Correct,478,-43.62585
479,01,right,m07,Correct,479,-44.39167
480,01,right,m07,Correct,480,-44.95475
481,01,right,m07,Correct,481,-45.03251
482,01,right,m07,Correct,482,-43.8294
483,01,right,m07,Correct,483,-42.70266
484,01,right,m07,Correct,484,-44.09001
485,01,right,m07,Correct,485,-51.67046
486,01,right,m07,Correct,486,-49.73569
487,01,right,m07,Correct,487,-42.60886
488,01,right,m07,Correct,488,-35.68632
489,01,right,m07,Correct,489,-30.54654
490,01,right,m07,Correct,490,-24.94489
491,01,right,m07,Correct,491,-15.95666
492,01,right,m07,Correct,492,-10.13998
493,01,right,m07,Correct,493,2.70011
494,01,right,m07,Correct,494,5.98645
495,01,right,m07,Correct,495,8.86046
496,01,right,m07,Correct,496,13.1088
497,01,right,m07,Correct,497,20.07326
498,01,right,m07,Correct,498,12.84053
499,01,right,m07,Correct,499,13.40595
500,01,right,m07,Correct,500,17.54661
501,01,right,m07,Correct,501,24.86947
502,01,right,m07,Correct,502,27.22798
503,01,right,m07,Correct,503,31.51825
504,01,right,m07,Correct,504,34.44362
505,01,right,m07,Correct,505,37.06993
506,01,right,m07,Correct,506,43.24664
507,01,right,m07,Correct,507,46.95269
508,01,right,m07,Correct,508,48.50408
509,01,right,m07,Correct,509,50.83347
510,01,right,m07,Correct,510,54.47421
511,01,right,m07,Correct,511,55.88477
512,01,right,m07,Correct,512,57.04865
513,01,right,m07,Correct,513,58.01194
514,01,right,m07,Correct,514,58.98029
515,01,right,m07,Correct,515,59.17965
516,01,right,m07,Correct,516,59.01161
517,01,right,m07,Correct,517,59.00197
518,01,right,m07,Correct,518,59.11343
519,01,right,m07,Correct,519,57.65151
520,01,right,m07,Correct,520,51.48958
521,01,right,m07,Correct,521,46.91282
522,01,right,m07,Correct,522,42.55655
523,01,right,m07,Correct,523,30.11677
524,01,right,m07,Correct,524,21.49916
525,01,right,m07,Correct,525,10.433
526,01,right,m07,Correct,526,10.08024
527,01,right,m07,Correct,527,8.67245
528,01,right,m07,Correct,528,0.27027
529,01,right,m07,Correct,529,-12.89067
530,01,right,m07,Correct,530,-27.63037
531,01,right,m07,Correct,531,-24.11309
532,01,right,m07,Correct,532,-28.07946
533,01,right,m07,Correct,533,-35.92494
534,01,right,m07,Correct,534,-42.25755
535,01,right,m07,Correct,535,-48.46196
536,01,right,m07,Correct,536,-51.56914
537,01,right,m07,Correct,537,-52.95443
538,01,right,m07,Correct,538,-40.60392
539,01,right,m07,Correct,539,-36.68064
540,01,right,m07,Correct,540,-40.74595
541,01,right,m07,Correct,541,-42.69945
542,01,right,m07,Correct,542,-43.22017
543,01,right,m07,Correct,543,-43.40108
544,01,right,m07,Correct,544,-43.58447
545,01,right,m07,Correct,545,-42.92113
546,01,right,m07,Correct,546,-42.27262
547,01,right,m07,Correct,547,-42.72217
548,01,right,m07,Correct,548,-47.43342
549,01,right,m07,Correct,549,-38.85744
550,01,right,m07,Correct,550,-43.93006
551,01,right,m07,Correct,551,-41.13805
552,01,right,m07,Correct,552,-36.0042
553,01,right,m07,Correct,553,-21.92894
554,01,right,m07,Correct,554,-18.55696
555,01,right,m07,Correct,555,-14.42416
556,01,right,m07,Correct,556,-7.00712
557,01,right,m07,Correct,557,-4.71819
558,01,right,m07,Correct,558,3.13905
559,01,right,m07,Correct,559,6.47218
560,01,right,m07,Correct,560,7.87647
561,01,right,m07,Correct,561,13.5376
562,01,right,m07,Correct,562,13.59158
563,01,right,m07,Correct,563,19.47666
564,01,right,m07,Correct,564,23.72971
565,01,right,m07,Correct,565,24.97831
566,01,right,m07,Correct,566,27.92506
567,01,right,m07,Correct,567,32.67007
568,01,right,m07,Correct,568,37.71175
569,01,right,m07,Correct,569,40.21832
570,01,right,m07,Correct,570,42.82539
571,01,right,m07,Correct,571,46.07718
572,01,right,m07,Correct,572,49.14642
573,01,right,m07,Correct,573,52.64853
574,01,right,m07,Correct,574,57.15559
575,01,right,m07,Correct,575,58.96924
576,01,right,m07,Correct,576,60.91693
577,01,right,m07,Correct,577,60.37346
578,01,right,m07,Correct,578,60.98469
579,01,right,m07,Correct,579,61.39655
580,01,right,m07,Correct,580,61.75381
581,01,right,m07,Correct,581,61.51576
582,01,right,m07,Correct,582,59.81786
583,01,right,m07,Correct,583,54.37086
584,01,right,m07,Correct,584,45.24717
585,01,right,m07,Correct,585,41.04904
586,01,right,m07,Correct,586,30.04226
587,01,right,m07,Correct,587,21.6323
588,01,right,m07,Correct,588,7.0507
589,01,right,m07,Correct,589,3.22621
590,01,right,m07,Correct,590,-0.98558
591,01,right,m07,Correct,591,-9.21394
592,01,right,m07,Correct,592,-22.55161
593,01,right,m07,Correct,593,-18.69401
594,01,right,m07,Correct,594,-21.04913
595,01,right,m07,Correct,595,-31.68365
596,01,right,m07,Correct,596,-37.84407
597,01,right,m07,Correct,597,-41.73816
598,01,right,m07,Correct,598,-43.78851
599,01,right,m07,Correct,599,-46.94962
600,01,right,m07,Correct,600,-49.27515
601,01,right,m07,Correct,601,-52.33879
602,01,right,m07,Correct,602,-55.12756
603,01,right,m07,Correct,603,-55.76521
604,01,right,m07,Correct,604,-56.71238
605,01,right,m07,Correct,605,-56.44766
606,01,right,m07,Correct,606,-55.58016
607,01,right,m07,Correct,607,-55.23888
608,01,right,m07,Correct,608,-54.67439
609,01,right,m07,Correct,609,-53.70401
610,01,right,m07,Correct,610,-51.83704
611,01,right,m07,Correct,611,-46.31601
612,01,right,m07,Correct,612,-42.00222
613,01,right,m07,Correct,613,-39.54565
614,01,right,m07,Correct,614,-36.38201
615,01,right,m07,Correct,615,-30.37102
616,01,right,m07,Correct,616,-20.90937
617,01,right,m07,Correct,617,-16.67169
618,01,right,m07,Correct,618,-10.06906
619,01,right,m07,Correct,619,1.95051
620,01,right,m07,Correct,620,6.01904
621,01,right,m07,Correct,621,11.75505
622,01,right,m07,Correct,622,6.06748
623,01,right,m07,Correct,623,11.41035
624,01,right,m07,Correct,624,14.33772
625,01,right,m07,Correct,625,25.72042
626,01,right,m07,Correct,626,27.72101
627,01,right,m07,Correct,627,28.32013
628,01,right,m07,Correct,628,30.17593
629,01,right,m07,Correct,629,32.96594
630,01,right,m07,Correct,630,36.89324
631,01,right,m07,Correct,631,39.54233
632,01,right,m07,Correct,632,42.12869
633,01,right,m07,Correct,633,44.54427
634,01,right,m07,Correct,634,46.40075
635,01,right,m07,Correct,635,49.61551
636,01,right,m07,Correct,636,52.31147
637,01,right,m07,Correct,637,54.33724
638,01,right,m07,Correct,638,57.13769
639,01,right,m07,Correct,639,59.22797
640,01,right,m07,Correct,640,58.23632
641,01,right,m07,Correct,641,59.46911
642,01,right,m07,Correct,642,59.762
643,01,right,m07,Correct,643,59.42092
644,01,right,m07,Correct,644,59.26456
645,01,right,m07,Correct,645,59.9709
646,01,right,m07,Correct,646,60.09679
647,01,right,m07,Correct,647,60.51733
648,01,right,m07,Correct,648,60.33022
649,01,right,m07,Correct,649,58.55672
650,01,right,m07,Correct,650,58.20226
651,01,right,m07,Correct,651,58.52692
652,01,right,m07,Correct,652,58.69475
653,01,right,m07,Correct,653,58.84868
654,01,right,m07,Correct,654,59.49684
655,01,right,m07,Correct,655,60.4558
656,01,right,m07,Correct,656,60.70625
657,01,right,m07,Correct,657,60.69651
658,01,right,m07,Incorrect,0,63.32653
659,01,right,m07,Incorrect,1,63.32604
660,01,right,m07,Incorrect,2,63.33182
661,01,right,m07,Incorrect,3,63.44013
662,01,right,m07,Incorrect,4,63.68164
663,01,right,m07,Incorrect,5,63.33414
664,01,right,m07,Incorrect,6,63.22422
665,01,right,m07,Incorrect,7,63.52596
666,01,right,m07,Incorrect,8,63.49535
667,01,right,m07,Incorrect,9,62.47018
668,01,right,m07,Incorrect,10,62.63071
669,01,right,m07,Incorrect,11,62.788
670,01,right,m07,Incorrect,12,62.90702
671,01,right,m07,Incorrect,13,62.76264
672,01,right,m07,Incorrect,14,60.90333
673,01,right,m07,Incorrect,15,59.18808
674,01,right,m07,Incorrect,16,56.74189
675,01,right,m07,Incorrect,17,52.93014
676,01,right,m07,Incorrect,18,49.2052
677,01,right,m07,Incorrect,19,44.65034
678,01,right,m07,Incorrect,20,39.87766
679,01,right,m07,Incorrect,21,36.07526
680,01,right,m07,Incorrect,22,31.77646
